Date,Tree,Species,Direction,Cover Class,Notes
8/23/2021,274,Spicebush,S,0,
8/23/2021,274,Rubus,S,2,
8/23/2021,274,Mapleleaf Viburnum,S,0,
8/23/2021,273,Buckthorn,N,2,
8/23/2021,273,Multiflora Rose,N,3,
8/23/2021,273,Honeysuckle,N,0,
8/23/2021,273,Privot,N,0,
8/23/2021,273,Spicebush,N,0,
8/23/2021,273,Rubus,N,2,
8/23/2021,273,Mapleleaf Viburnum,N,0,
8/23/2021,273,Buckthorn,S,1,
8/23/2021,273,Multiflora Rose,S,2,
8/23/2021,273,Honeysuckle,S,0,
8/23/2021,273,Privot,S,1,
8/23/2021,273,Spicebush,S,2,
8/23/2021,273,Rubus,S,0,
8/23/2021,273,Mapleleaf Viburnum,S,0,
8/23/2021,308,Buckthorn,N,2,
8/23/2021,308,Multiflora Rose,N,3,
8/23/2021,308,Honeysuckle,N,0,
8/23/2021,308,Privot,N,0,
8/23/2021,308,Spicebush,N,0,
8/23/2021,308,Rubus,N,2,
8/23/2021,308,Mapleleaf Viburnum,N,0,
8/24/2021,263,Buckthorn,S,1,
8/24/2021,263,Multiflora Rose,S,0,
8/24/2021,263,Honeysuckle,S,0,
8/24/2021,263,Privot,S,0,
8/24/2021,263,Spicebush,S,0,
8/24/2021,263,Rubus,S,0,
8/24/2021,263,Mapleleaf Viburnum,S,0,
8/24/2021,404,Buckthorn,N,0,
8/24/2021,404,Multiflora Rose,N,1,
8/24/2021,404,Honeysuckle,N,0,
8/24/2021,404,Privot,N,0,
8/24/2021,404,Spicebush,N,0,
8/24/2021,404,Rubus,N,0,
8/24/2021,404,Mapleleaf Viburnum,N,0,
8/24/2021,404,Buckthorn,S,0,
8/24/2021,404,Multiflora Rose,S,2,
8/24/2021,404,Honeysuckle,S,0,
8/24/2021,404,Privot,S,1,
8/24/2021,404,Spicebush,S,0,
8/24/2021,404,Rubus,S,0,
8/24/2021,404,Mapleleaf Viburnum,S,0,
8/24/2021,262,Buckthorn,N,1,
8/24/2021,262,Multiflora Rose,N,0,
8/24/2021,262,Honeysuckle,N,0,
8/24/2021,262,Privot,N,0,
8/24/2021,262,Spicebush,N,0,
8/24/2021,262,Rubus,N,0,
8/24/2021,262,Mapleleaf Viburnum,N,0,
8/24/2021,262,Buckthorn,S,0,
8/24/2021,262,Multiflora Rose,S,0,
8/24/2021,262,Honeysuckle,S,0,
8/24/2021,262,Privot,S,0,
8/24/2021,262,Spicebush,S,0,
8/24/2021,262,Rubus,S,0,
8/24/2021,262,Mapleleaf Viburnum,S,0,
8/24/2021,264,Buckthorn,N,0,
8/24/2021,264,Multiflora Rose,N,0,
8/24/2021,264,Honeysuckle,N,1,
8/24/2021,264,Privot,N,0,
8/24/2021,264,Spicebush,N,0,
8/24/2021,264,Rubus,N,0,
8/24/2021,264,Mapleleaf Viburnum,N,0,
8/24/2021,264,Buckthorn,S,0,
8/24/2021,264,Multiflora Rose,S,0,
8/24/2021,264,Honeysuckle,S,1,
8/24/2021,264,Privot,S,0,
8/24/2021,264,Spicebush,S,0,
8/24/2021,264,Rubus,S,0,
8/24/2021,264,Mapleleaf Viburnum,S,0,
8/24/2021,266,Buckthorn,N,0,
8/24/2021,266,Multiflora Rose,N,0,
8/24/2021,266,Honeysuckle,N,0,
8/24/2021,266,Privot,N,0,
8/24/2021,266,Spicebush,N,0,
8/24/2021,266,Rubus,N,0,
8/24/2021,266,Mapleleaf Viburnum,N,0,
8/24/2021,266,Buckthorn,S,0,
8/24/2021,266,Multiflora Rose,S,0,
8/24/2021,266,Honeysuckle,S,0,
8/24/2021,266,Privot,S,0,
8/24/2021,266,Spicebush,S,0,
8/24/2021,266,Rubus,S,0,
8/24/2021,266,Mapleleaf Viburnum,S,0,
8/24/2021,263,Buckthorn,N,1,
8/24/2021,263,Multiflora Rose,N,0,
8/24/2021,263,Honeysuckle,N,0,
8/24/2021,263,Privot,N,2,
8/24/2021,263,Spicebush,N,0,
8/24/2021,263,Rubus,N,0,
8/24/2021,263,Mapleleaf Viburnum,N,0,
8/24/2021,412,Buckthorn,S,0,
8/24/2021,412,Multiflora Rose,S,0,
8/24/2021,412,Honeysuckle,S,0,
8/24/2021,412,Privot,S,0,
8/24/2021,412,Spicebush,S,0,
8/24/2021,412,Rubus,S,1,
8/24/2021,412,Mapleleaf Viburnum,S,0,
8/24/2021,401,Buckthorn,N,0,
8/24/2021,401,Multiflora Rose,N,0,
8/24/2021,401,Honeysuckle,N,0,
8/24/2021,401,Privot,N,0,
8/24/2021,401,Spicebush,N,0,
8/24/2021,401,Rubus,N,0,
8/24/2021,401,Mapleleaf Viburnum,N,0,
8/24/2021,401,Buckthorn,S,0,
8/24/2021,401,Multiflora Rose,S,0,
8/24/2021,401,Honeysuckle,S,1,
8/24/2021,401,Privot,S,0,
8/24/2021,401,Spicebush,S,0,
8/24/2021,401,Rubus,S,0,
8/24/2021,401,Mapleleaf Viburnum,S,0,
8/24/2021,265,Buckthorn,N,0,
8/24/2021,265,Multiflora Rose,N,0,
8/24/2021,265,Honeysuckle,N,0,
8/24/2021,265,Privot,N,0,
8/24/2021,265,Spicebush,N,0,
8/24/2021,265,Rubus,N,0,
8/24/2021,265,Mapleleaf Viburnum,N,0,
8/24/2021,265,Buckthorn,S,0,
8/24/2021,265,Multiflora Rose,S,0,
8/24/2021,265,Honeysuckle,S,0,
8/24/2021,265,Privot,S,0,
8/24/2021,265,Spicebush,S,0,
8/24/2021,265,Rubus,S,0,
8/24/2021,265,Mapleleaf Viburnum,S,0,
8/24/2021,409,Buckthorn,N,0,target tree crushed by multiple fallen trees
8/24/2021,409,Multiflora Rose,N,0,
8/24/2021,409,Honeysuckle,N,0,
8/24/2021,409,Privot,N,0,
8/24/2021,409,Spicebush,N,0,
8/24/2021,409,Rubus,N,0,
8/24/2021,409,Mapleleaf Viburnum,N,0,
8/24/2021,409,Buckthorn,S,0,
8/24/2021,409,Multiflora Rose,S,0,
8/24/2021,409,Honeysuckle,S,0,
8/24/2021,409,Privot,S,0,
8/24/2021,409,Spicebush,S,0,
8/24/2021,409,Rubus,S,0,
8/24/2021,409,Mapleleaf Viburnum,S,0,
8/24/2021,411,Buckthorn,N,1,
8/24/2021,411,Multiflora Rose,N,0,
8/24/2021,411,Honeysuckle,N,0,
8/24/2021,411,Privot,N,0,
8/24/2021,411,Spicebush,N,0,
8/24/2021,411,Rubus,N,0,
8/24/2021,411,Mapleleaf Viburnum,N,0,
8/24/2021,411,Buckthorn,S,0,
8/24/2021,411,Multiflora Rose,S,0,
8/24/2021,411,Honeysuckle,S,0,
8/24/2021,411,Privot,S,0,
8/24/2021,411,Spicebush,S,0,
8/24/2021,411,Rubus,S,0,
8/24/2021,411,Mapleleaf Viburnum,S,0,
8/24/2021,412,Buckthorn,N,0,
8/24/2021,412,Multiflora Rose,N,0,
8/24/2021,412,Honeysuckle,N,0,
8/24/2021,412,Privot,N,0,
8/24/2021,412,Spicebush,N,0,
8/24/2021,412,Rubus,N,0,
8/24/2021,412,Mapleleaf Viburnum,N,0,
8/24/2021,270,Buckthorn,S,0,
8/24/2021,270,Multiflora Rose,S,0,
8/24/2021,270,Honeysuckle,S,1,
8/24/2021,270,Privot,S,0,
8/24/2021,270,Spicebush,S,0,
8/24/2021,270,Rubus,S,0,
8/24/2021,270,Mapleleaf Viburnum,S,0,
8/24/2021,269,Buckthorn,N,0,
8/24/2021,269,Multiflora Rose,N,0,
8/24/2021,269,Honeysuckle,N,1,
8/24/2021,269,Privot,N,0,
8/24/2021,269,Spicebush,N,1,
8/24/2021,269,Rubus,N,0,
8/24/2021,269,Mapleleaf Viburnum,N,0,
8/24/2021,269,Buckthorn,S,0,
8/24/2021,269,Multiflora Rose,S,1,
8/24/2021,269,Honeysuckle,S,1,
8/24/2021,269,Privot,S,0,
8/24/2021,269,Spicebush,S,1,
8/24/2021,269,Rubus,S,0,
8/24/2021,269,Mapleleaf Viburnum,S,0,
8/24/2021,410,Buckthorn,N,0,
8/24/2021,410,Multiflora Rose,N,1,
8/24/2021,410,Honeysuckle,N,0,
8/24/2021,410,Privot,N,0,
8/24/2021,410,Spicebush,N,2,
8/24/2021,410,Rubus,N,0,
8/24/2021,410,Mapleleaf Viburnum,N,0,
8/24/2021,410,Buckthorn,S,0,
8/24/2021,410,Multiflora Rose,S,0,
8/24/2021,410,Honeysuckle,S,0,
8/24/2021,410,Privot,S,0,
8/24/2021,410,Spicebush,S,1,
8/24/2021,410,Rubus,S,0,
8/24/2021,410,Mapleleaf Viburnum,S,0,
8/24/2021,405,Buckthorn,N,0,
8/24/2021,405,Multiflora Rose,N,0,
8/24/2021,405,Honeysuckle,N,0,
8/24/2021,405,Privot,N,0,
8/24/2021,405,Spicebush,N,0,
8/24/2021,405,Rubus,N,0,
8/24/2021,405,Mapleleaf Viburnum,N,0,
8/24/2021,405,Buckthorn,S,0,
8/24/2021,405,Multiflora Rose,S,0,
8/24/2021,405,Honeysuckle,S,0,
8/24/2021,405,Privot,S,0,
8/24/2021,405,Spicebush,S,0,
8/24/2021,405,Rubus,S,0,
8/24/2021,405,Mapleleaf Viburnum,S,0,
8/24/2021,406,Buckthorn,N,0,
8/24/2021,406,Multiflora Rose,N,0,
8/24/2021,406,Honeysuckle,N,0,
8/24/2021,406,Privot,N,0,
8/24/2021,406,Spicebush,N,0,
8/24/2021,406,Rubus,N,0,
8/24/2021,406,Mapleleaf Viburnum,N,0,
8/24/2021,406,Buckthorn,S,0,
8/24/2021,406,Multiflora Rose,S,0,
8/24/2021,406,Honeysuckle,S,0,
8/24/2021,406,Privot,S,0,
8/24/2021,406,Spicebush,S,0,
8/24/2021,406,Rubus,S,0,
8/24/2021,406,Mapleleaf Viburnum,S,1,
8/24/2021,270,Buckthorn,N,0,
8/24/2021,270,Multiflora Rose,N,0,
8/24/2021,270,Honeysuckle,N,0,
8/24/2021,270,Privot,N,0,
8/24/2021,270,Spicebush,N,0,
8/24/2021,270,Rubus,N,0,
8/24/2021,270,Mapleleaf Viburnum,N,0,
8/24/2021,408,Buckthorn,S,0,
8/24/2021,408,Multiflora Rose,S,2,
8/24/2021,408,Honeysuckle,S,0,
8/24/2021,408,Privot,S,0,
8/24/2021,408,Spicebush,S,0,
8/24/2021,408,Rubus,S,0,
8/24/2021,408,Mapleleaf Viburnum,S,0,
8/24/2021,260,Buckthorn,N,2,
8/24/2021,260,Multiflora Rose,N,0,
8/24/2021,260,Honeysuckle,N,0,
8/24/2021,260,Privot,N,0,
8/24/2021,260,Spicebush,N,0,
8/24/2021,260,Rubus,N,0,
8/24/2021,260,Mapleleaf Viburnum,N,0,
8/24/2021,260,Buckthorn,S,0,
8/24/2021,260,Multiflora Rose,S,1,
8/24/2021,260,Honeysuckle,S,0,
8/24/2021,260,Privot,S,0,
8/24/2021,260,Spicebush,S,0,
8/24/2021,260,Rubus,S,0,
8/24/2021,260,Mapleleaf Viburnum,S,0,
8/24/2021,187,Buckthorn,N,0,
8/24/2021,187,Multiflora Rose,N,2,
8/24/2021,187,Honeysuckle,N,0,
8/24/2021,187,Privot,N,0,
8/24/2021,187,Spicebush,N,0,
8/24/2021,187,Rubus,N,0,
8/24/2021,187,Mapleleaf Viburnum,N,0,
8/24/2021,187,Buckthorn,S,0,
8/24/2021,187,Multiflora Rose,S,2,
8/24/2021,187,Honeysuckle,S,0,
8/24/2021,187,Privot,S,0,
8/24/2021,187,Spicebush,S,0,
8/24/2021,187,Rubus,S,0,
8/24/2021,187,Mapleleaf Viburnum,S,0,
8/24/2021,288,Buckthorn,N,0,
8/24/2021,288,Multiflora Rose,N,0,
8/24/2021,288,Honeysuckle,N,0,
8/24/2021,288,Privot,N,0,
8/24/2021,288,Spicebush,N,0,
8/24/2021,288,Rubus,N,0,
8/24/2021,288,Mapleleaf Viburnum,N,0,
8/24/2021,288,Buckthorn,S,1,
8/24/2021,288,Multiflora Rose,S,0,
8/24/2021,288,Honeysuckle,S,0,
8/24/2021,288,Privot,S,0,
8/24/2021,288,Spicebush,S,0,
8/24/2021,288,Rubus,S,0,
8/24/2021,288,Mapleleaf Viburnum,S,0,
8/24/2021,200,Buckthorn,N,0,
8/24/2021,200,Multiflora Rose,N,0,
8/24/2021,200,Honeysuckle,N,0,
8/24/2021,200,Privot,N,0,
8/24/2021,200,Spicebush,N,0,
8/24/2021,200,Rubus,N,0,
8/24/2021,200,Mapleleaf Viburnum,N,0,
8/24/2021,200,Buckthorn,S,0,
8/24/2021,200,Multiflora Rose,S,0,
8/24/2021,200,Honeysuckle,S,1,
8/24/2021,200,Privot,S,0,
8/24/2021,200,Spicebush,S,0,
8/24/2021,200,Rubus,S,0,
8/24/2021,200,Mapleleaf Viburnum,S,1,
8/24/2021,408,Buckthorn,N,1,
8/24/2021,408,Multiflora Rose,N,0,
8/24/2021,408,Honeysuckle,N,0,
8/24/2021,408,Privot,N,0,
8/24/2021,408,Spicebush,N,0,
8/24/2021,408,Rubus,N,0,
8/24/2021,408,Mapleleaf Viburnum,N,1,
8/24/2021,357,Buckthorn,S,1,
8/24/2021,357,Multiflora Rose,S,1,
8/24/2021,357,Honeysuckle,S,0,
8/24/2021,357,Privot,S,0,
8/24/2021,357,Spicebush,S,0,
8/24/2021,357,Rubus,S,0,
8/24/2021,357,Mapleleaf Viburnum,S,2,
8/24/2021,258,Buckthorn,N,1,
8/24/2021,258,Multiflora Rose,N,0,
8/24/2021,258,Honeysuckle,N,0,
8/24/2021,258,Privot,N,0,
8/24/2021,258,Spicebush,N,0,
8/24/2021,258,Rubus,N,0,
8/24/2021,258,Mapleleaf Viburnum,N,0,
8/24/2021,258,Buckthorn,S,0,
8/24/2021,258,Multiflora Rose,S,0,
8/24/2021,258,Honeysuckle,S,0,
8/24/2021,258,Privot,S,0,
8/24/2021,258,Spicebush,S,0,
8/24/2021,258,Rubus,S,0,
8/24/2021,258,Mapleleaf Viburnum,S,0,
8/24/2021,398,Buckthorn,N,0,
8/24/2021,398,Multiflora Rose,N,0,
8/24/2021,398,Honeysuckle,N,0,
8/24/2021,398,Privot,N,0,
8/24/2021,398,Spicebush,N,0,
8/24/2021,398,Rubus,N,0,
8/24/2021,398,Mapleleaf Viburnum,N,0,
8/24/2021,398,Buckthorn,S,0,
8/24/2021,398,Multiflora Rose,S,0,
8/24/2021,398,Honeysuckle,S,0,
8/24/2021,398,Privot,S,0,
8/24/2021,398,Spicebush,S,0,
8/24/2021,398,Rubus,S,0,
8/24/2021,398,Mapleleaf Viburnum,S,0,
8/24/2021,199,Buckthorn,N,1,
8/24/2021,199,Multiflora Rose,N,0,
8/24/2021,199,Honeysuckle,N,0,
8/24/2021,199,Privot,N,0,
8/24/2021,199,Spicebush,N,0,
8/24/2021,199,Rubus,N,0,
8/24/2021,199,Mapleleaf Viburnum,N,0,
8/24/2021,199,Buckthorn,S,1,
8/24/2021,199,Multiflora Rose,S,0,
8/24/2021,199,Honeysuckle,S,0,
8/24/2021,199,Privot,S,0,
8/24/2021,199,Spicebush,S,0,
8/24/2021,199,Rubus,S,0,
8/24/2021,199,Mapleleaf Viburnum,S,0,
8/24/2021,355,Buckthorn,N,1,
8/24/2021,355,Multiflora Rose,N,0,
8/24/2021,355,Honeysuckle,N,0,
8/24/2021,355,Privot,N,0,
8/24/2021,355,Spicebush,N,0,
8/24/2021,355,Rubus,N,0,
8/24/2021,355,Mapleleaf Viburnum,N,0,
8/24/2021,355,Buckthorn,S,0,
8/24/2021,355,Multiflora Rose,S,1,
8/24/2021,355,Honeysuckle,S,0,
8/24/2021,355,Privot,S,0,
8/24/2021,355,Spicebush,S,0,
8/24/2021,355,Rubus,S,0,
8/24/2021,355,Mapleleaf Viburnum,S,0,
8/24/2021,357,Buckthorn,N,0,target tree didn't have tag on it
8/24/2021,357,Multiflora Rose,N,1,
8/24/2021,357,Honeysuckle,N,0,
8/24/2021,357,Privot,N,0,
8/24/2021,357,Spicebush,N,0,
8/24/2021,357,Rubus,N,0,
8/24/2021,357,Mapleleaf Viburnum,N,1,
8/24/2021,359,Buckthorn,S,2,
8/24/2021,359,Multiflora Rose,S,0,
8/24/2021,359,Honeysuckle,S,0,
8/24/2021,359,Privot,S,0,
8/24/2021,359,Spicebush,S,0,
8/24/2021,359,Rubus,S,0,
8/24/2021,359,Mapleleaf Viburnum,S,0,
8/24/2021,356,Buckthorn,N,1,
8/24/2021,356,Multiflora Rose,N,0,
8/24/2021,356,Honeysuckle,N,0,
8/24/2021,356,Privot,N,0,
8/24/2021,356,Spicebush,N,0,
8/24/2021,356,Rubus,N,0,
8/24/2021,356,Mapleleaf Viburnum,N,0,
8/24/2021,356,Buckthorn,S,2,
8/24/2021,356,Multiflora Rose,S,0,
8/24/2021,356,Honeysuckle,S,0,
8/24/2021,356,Privot,S,0,
8/24/2021,356,Spicebush,S,0,
8/24/2021,356,Rubus,S,0,
8/24/2021,356,Mapleleaf Viburnum,S,0,
8/24/2021,363,Buckthorn,N,2,
8/24/2021,363,Multiflora Rose,N,0,
8/24/2021,363,Honeysuckle,N,0,
8/24/2021,363,Privot,N,0,
8/24/2021,363,Spicebush,N,0,
8/24/2021,363,Rubus,N,0,
8/24/2021,363,Mapleleaf Viburnum,N,0,
8/24/2021,363,Buckthorn,S,1,
8/24/2021,363,Multiflora Rose,S,0,
8/24/2021,363,Honeysuckle,S,0,
8/24/2021,363,Privot,S,0,
8/24/2021,363,Spicebush,S,0,
8/24/2021,363,Rubus,S,0,
8/24/2021,363,Mapleleaf Viburnum,S,0,
8/24/2021,255,Buckthorn,N,2,
8/24/2021,255,Multiflora Rose,N,0,
8/24/2021,255,Honeysuckle,N,0,
8/24/2021,255,Privot,N,0,
8/24/2021,255,Spicebush,N,0,
8/24/2021,255,Rubus,N,0,
8/24/2021,255,Mapleleaf Viburnum,N,0,
8/24/2021,255,Buckthorn,S,1,
8/24/2021,255,Multiflora Rose,S,0,
8/24/2021,255,Honeysuckle,S,0,
8/24/2021,255,Privot,S,0,
8/24/2021,255,Spicebush,S,0,
8/24/2021,255,Rubus,S,0,
8/24/2021,255,Mapleleaf Viburnum,S,0,
8/24/2021,372,Buckthorn,N,1,
8/24/2021,372,Multiflora Rose,N,0,
8/24/2021,372,Honeysuckle,N,0,
8/24/2021,372,Privot,N,0,
8/24/2021,372,Spicebush,N,0,
8/24/2021,372,Rubus,N,0,
8/24/2021,372,Mapleleaf Viburnum,N,0,
8/24/2021,372,Buckthorn,S,1,
8/24/2021,372,Multiflora Rose,S,0,
8/24/2021,372,Honeysuckle,S,0,
8/24/2021,372,Privot,S,0,
8/24/2021,372,Spicebush,S,0,
8/24/2021,372,Rubus,S,0,
8/24/2021,372,Mapleleaf Viburnum,S,0,
8/24/2021,359,Buckthorn,N,2,
8/24/2021,359,Multiflora Rose,N,0,
8/24/2021,359,Honeysuckle,N,0,
8/24/2021,359,Privot,N,0,
8/24/2021,359,Spicebush,N,0,
8/24/2021,359,Rubus,N,0,
8/24/2021,359,Mapleleaf Viburnum,N,1,
8/24/2021,362,Buckthorn,S,1,
8/24/2021,362,Multiflora Rose,S,0,
8/24/2021,362,Honeysuckle,S,0,
8/24/2021,362,Privot,S,0,
8/24/2021,362,Spicebush,S,0,
8/24/2021,362,Rubus,S,0,
8/24/2021,362,Mapleleaf Viburnum,S,0,
8/24/2021,375,Buckthorn,N,1,
8/24/2021,375,Multiflora Rose,N,1,
8/24/2021,375,Honeysuckle,N,0,
8/24/2021,375,Privot,N,0,
8/24/2021,375,Spicebush,N,0,
8/24/2021,375,Rubus,N,0,
8/24/2021,375,Mapleleaf Viburnum,N,0,
8/24/2021,375,Buckthorn,S,0,
8/24/2021,375,Multiflora Rose,S,0,
8/24/2021,375,Honeysuckle,S,0,
8/24/2021,375,Privot,S,0,
8/24/2021,375,Spicebush,S,0,
8/24/2021,375,Rubus,S,0,
8/24/2021,375,Mapleleaf Viburnum,S,0,
8/24/2021,254,Buckthorn,N,1,
8/24/2021,254,Multiflora Rose,N,0,
8/24/2021,254,Honeysuckle,N,0,
8/24/2021,254,Privot,N,0,
8/24/2021,254,Spicebush,N,0,
8/24/2021,254,Rubus,N,0,
8/24/2021,254,Mapleleaf Viburnum,N,0,
8/24/2021,254,Buckthorn,S,1,
8/24/2021,254,Multiflora Rose,S,1,
8/24/2021,254,Honeysuckle,S,0,
8/24/2021,254,Privot,S,0,
8/24/2021,254,Spicebush,S,0,
8/24/2021,254,Rubus,S,0,
8/24/2021,254,Mapleleaf Viburnum,S,0,
8/24/2021,350,Buckthorn,N,2,
8/24/2021,350,Multiflora Rose,N,0,
8/24/2021,350,Honeysuckle,N,0,
8/24/2021,350,Privot,N,0,
8/24/2021,350,Spicebush,N,0,
8/24/2021,350,Rubus,N,2,
8/24/2021,350,Mapleleaf Viburnum,N,0,
8/24/2021,350,Buckthorn,S,2,
8/24/2021,350,Multiflora Rose,S,0,
8/24/2021,350,Honeysuckle,S,0,
8/24/2021,350,Privot,S,2,
8/24/2021,350,Spicebush,S,0,
8/24/2021,350,Rubus,S,0,
8/24/2021,350,Mapleleaf Viburnum,S,1,
8/24/2021,373,Buckthorn,N,0,
8/24/2021,373,Multiflora Rose,N,0,
8/24/2021,373,Honeysuckle,N,0,
8/24/2021,373,Privot,N,0,
8/24/2021,373,Spicebush,N,0,
8/24/2021,373,Rubus,N,0,
8/24/2021,373,Mapleleaf Viburnum,N,0,
8/24/2021,373,Buckthorn,S,1,
8/24/2021,373,Multiflora Rose,S,1,
8/24/2021,373,Honeysuckle,S,0,
8/24/2021,373,Privot,S,0,
8/24/2021,373,Spicebush,S,0,
8/24/2021,373,Rubus,S,0,
8/24/2021,373,Mapleleaf Viburnum,S,0,
8/24/2021,362,Buckthorn,N,1,
8/24/2021,362,Multiflora Rose,N,0,
8/24/2021,362,Honeysuckle,N,0,
8/24/2021,362,Privot,N,0,
8/24/2021,362,Spicebush,N,0,
8/24/2021,362,Rubus,N,0,
8/24/2021,362,Mapleleaf Viburnum,N,0,
8/24/2021,259,Buckthorn,S,2,
8/24/2021,259,Multiflora Rose,S,3,
8/24/2021,259,Honeysuckle,S,2,
8/24/2021,259,Privot,S,0,
8/24/2021,259,Spicebush,S,0,
8/24/2021,259,Rubus,S,0,
8/24/2021,259,Mapleleaf Viburnum,S,0,
8/24/2021,354,Buckthorn,N,2,
8/24/2021,354,Multiflora Rose,N,2,
8/24/2021,354,Honeysuckle,N,0,
8/24/2021,354,Privot,N,0,
8/24/2021,354,Spicebush,N,0,
8/24/2021,354,Rubus,N,0,
8/24/2021,354,Mapleleaf Viburnum,N,1,
8/24/2021,354,Buckthorn,S,2,
8/24/2021,354,Multiflora Rose,S,2,
8/24/2021,354,Honeysuckle,S,0,
8/24/2021,354,Privot,S,2,
8/24/2021,354,Spicebush,S,0,
8/24/2021,354,Rubus,S,0,
8/24/2021,354,Mapleleaf Viburnum,S,0,
8/24/2021,346,Buckthorn,N,2,
8/24/2021,346,Multiflora Rose,N,0,
8/24/2021,346,Honeysuckle,N,0,
8/24/2021,346,Privot,N,0,
8/24/2021,346,Spicebush,N,0,
8/24/2021,346,Rubus,N,0,
8/24/2021,346,Mapleleaf Viburnum,N,0,
8/24/2021,346,Buckthorn,S,2,
8/24/2021,346,Multiflora Rose,S,1,
8/24/2021,346,Honeysuckle,S,1,
8/24/2021,346,Privot,S,1,
8/24/2021,346,Spicebush,S,0,
8/24/2021,346,Rubus,S,0,
8/24/2021,346,Mapleleaf Viburnum,S,0,
8/24/2021,360,Buckthorn,N,1,
8/24/2021,360,Multiflora Rose,N,0,
8/24/2021,360,Honeysuckle,N,0,
8/24/2021,360,Privot,N,0,
8/24/2021,360,Spicebush,N,0,
8/24/2021,360,Rubus,N,0,
8/24/2021,360,Mapleleaf Viburnum,N,1,
8/24/2021,360,Buckthorn,S,1,
8/24/2021,360,Multiflora Rose,S,0,
8/24/2021,360,Honeysuckle,S,0,
8/24/2021,360,Privot,S,1,
8/24/2021,360,Spicebush,S,1,
8/24/2021,360,Rubus,S,0,
8/24/2021,360,Mapleleaf Viburnum,S,0,
8/24/2021,198,Buckthorn,N,1,
8/24/2021,198,Multiflora Rose,N,0,
8/24/2021,198,Honeysuckle,N,0,
8/24/2021,198,Privot,N,1,
8/24/2021,198,Spicebush,N,0,
8/24/2021,198,Rubus,N,0,
8/24/2021,198,Mapleleaf Viburnum,N,0,
8/24/2021,198,Buckthorn,S,1,
8/24/2021,198,Multiflora Rose,S,2,
8/24/2021,198,Honeysuckle,S,0,
8/24/2021,198,Privot,S,0,
8/24/2021,198,Spicebush,S,0,
8/24/2021,198,Rubus,S,0,
