Tree,Species,Direction,Cover.Class,Notes
202,Buckthorn,S,1,
202,Multiflora rose,S,1,
202,Honeysuckle,S,0,
202,Privot,S,0,
202,Spicebush,S,0,
202,Rubus,S,0,
202,Mapleleaf Viburnum,S,0,
218,Buckthorn,N,0,
218,Multiflora rose,N,0,
218,Honeysuckle,N,0,
218,Privot,N,0,
218,Spicebush,N,0,
218,Rubus,N,0,
218,Mapleleaf Viburnum,N,0,
218,Buckthorn,S,0,
218,Multiflora rose,S,0,
218,Honeysuckle,S,0,
218,Privot,S,0,
218,Spicebush,S,0,
218,Rubus,S,0,
218,Mapleleaf Viburnum,S,0,
139,Buckthorn,N,0,
139,Multiflora rose,N,0,
139,Honeysuckle,N,0,
139,Privot,N,0,
139,Spicebush,N,0,
139,Rubus,N,0,
139,Mapleleaf Viburnum,N,0,
139,Buckthorn,S,0,
139,Multiflora rose,S,0,
139,Honeysuckle,S,0,
139,Privot,S,0,
139,Spicebush,S,0,
139,Rubus,S,0,
139,Mapleleaf Viburnum,S,0,
136,Buckthorn,N,0,
136,Multiflora rose,N,0,
136,Honeysuckle,N,0,
136,Privot,N,0,
136,Spicebush,N,0,
136,Rubus,N,0,
136,Mapleleaf Viburnum,N,0,
136,Buckthorn,S,0,
136,Multiflora rose,S,0,
136,Honeysuckle,S,0,
136,Privot,S,0,
136,Spicebush,S,0,
136,Rubus,S,0,
136,Mapleleaf Viburnum,S,0,
861,Buckthorn,N,0,
861,Multiflora rose,N,0,
861,Honeysuckle,N,0,
861,Privot,N,0,
861,Spicebush,N,0,
861,Rubus,N,0,
861,Mapleleaf Viburnum,N,0,
861,Buckthorn,S,0,
861,Multiflora rose,S,1,
861,Honeysuckle,S,0,
861,Privot,S,0,
861,Spicebush,S,0,
861,Rubus,S,0,
861,Mapleleaf Viburnum,S,0,
137,Buckthorn,N,1,
137,Multiflora rose,N,0,
137,Honeysuckle,N,0,
137,Privot,N,0,
137,Spicebush,N,0,
137,Rubus,N,1,
137,Mapleleaf Viburnum,N,0,
137,Buckthorn,S,0,
137,Multiflora rose,S,0,
137,Honeysuckle,S,0,
137,Privot,S,0,
137,Spicebush,S,0,
137,Rubus,S,0,
137,Mapleleaf Viburnum,S,0,
221,Buckthorn,N,0,
221,Multiflora rose,N,0,
221,Honeysuckle,N,0,
221,Privot,N,0,
221,Spicebush,N,0,
221,Rubus,N,0,
221,Mapleleaf Viburnum,N,0,
221,Buckthorn,S,0,
221,Multiflora rose,S,0,
221,Honeysuckle,S,0,
221,Privot,S,0,
221,Spicebush,S,0,
221,Rubus,S,0,
221,Mapleleaf Viburnum,S,0,
2,Buckthorn,N,1,
2,Multiflora rose,N,1,
2,Honeysuckle,N,0,
2,Privot,N,0,
2,Spicebush,N,0,
2,Rubus,N,0,
2,Mapleleaf Viburnum,N,0,
2,Buckthorn,S,0,
2,Multiflora rose,S,1,
2,Honeysuckle,S,1,
2,Privot,S,0,
2,Spicebush,S,0,
2,Rubus,S,0,
2,Mapleleaf Viburnum,S,0,
134,Buckthorn,N,1,
134,Multiflora rose,N,0,
134,Honeysuckle,N,1,
134,Privot,N,0,
134,Spicebush,N,0,
134,Rubus,N,0,
134,Mapleleaf Viburnum,N,0,
134,Buckthorn,S,0,
134,Multiflora rose,S,0,
134,Honeysuckle,S,0,
134,Privot,S,0,
134,Spicebush,S,0,
134,Rubus,S,0,
134,Mapleleaf Viburnum,S,0,
11,Buckthorn,N,1,
11,Multiflora rose,N,0,
11,Honeysuckle,N,0,
11,Privot,N,0,
11,Spicebush,N,0,
11,Rubus,N,0,
11,Mapleleaf Viburnum,N,0,
11,Buckthorn,S,1,
11,Multiflora rose,S,0,
11,Honeysuckle,S,0,
11,Privot,S,0,
11,Spicebush,S,0,
11,Rubus,S,0,
11,Mapleleaf Viburnum,S,0,
155,Buckthorn,N,1,
155,Multiflora rose,N,1,
155,Honeysuckle,N,0,
155,Privot,N,0,
155,Spicebush,N,0,
155,Rubus,N,0,
155,Mapleleaf Viburnum,N,0,
155,Buckthorn,S,0,
155,Multiflora rose,S,0,
155,Honeysuckle,S,0,
155,Privot,S,0,
155,Spicebush,S,0,
155,Rubus,S,0,
155,Mapleleaf Viburnum,S,0,
12,Buckthorn,N,1,
12,Multiflora rose,N,1,
12,Honeysuckle,N,0,
12,Privot,N,0,
12,Spicebush,N,1,
12,Rubus,N,0,
12,Mapleleaf Viburnum,N,0,
12,Buckthorn,S,1,
12,Multiflora rose,S,0,
12,Honeysuckle,S,1,
12,Privot,S,0,
12,Spicebush,S,0,
12,Rubus,S,0,
12,Mapleleaf Viburnum,S,0,
156,Buckthorn,N,1,
156,Multiflora rose,N,1,
156,Honeysuckle,N,0,
156,Privot,N,0,
156,Spicebush,N,1,
156,Rubus,N,0,
156,Mapleleaf Viburnum,N,0,
156,Buckthorn,S,1,
156,Multiflora rose,S,1,
156,Honeysuckle,S,1,
156,Privot,S,0,
156,Spicebush,S,0,
156,Rubus,S,0,
156,Mapleleaf Viburnum,S,0,
6,Buckthorn,N,1,
6,Multiflora rose,N,1,
6,Honeysuckle,N,0,
6,Privot,N,0,
6,Spicebush,N,0,
6,Rubus,N,0,
6,Mapleleaf Viburnum,N,0,
6,Buckthorn,S,1,
6,Multiflora rose,S,0,
6,Honeysuckle,S,0,
6,Privot,S,0,
6,Spicebush,S,0,
6,Rubus,S,0,
6,Mapleleaf Viburnum,S,0,
220,Buckthorn,N,0,
220,Multiflora rose,N,0,
220,Honeysuckle,N,0,
220,Privot,N,0,
220,Spicebush,N,0,
220,Rubus,N,0,
220,Mapleleaf Viburnum,N,0,
220,Buckthorn,S,1,
220,Multiflora rose,S,0,
220,Honeysuckle,S,0,
220,Privot,S,0,
220,Spicebush,S,0,
220,Rubus,S,1,
220,Mapleleaf Viburnum,S,0,
5,Buckthorn,N,1,
5,Multiflora rose,N,1,
5,Honeysuckle,N,0,
5,Privot,N,0,
5,Spicebush,N,0,
5,Rubus,N,1,
5,Mapleleaf Viburnum,N,0,
5,Buckthorn,S,0,
5,Multiflora rose,S,0,
5,Honeysuckle,S,0,
5,Privot,S,0,
5,Spicebush,S,0,
5,Rubus,S,0,
5,Mapleleaf Viburnum,S,0,
10,Buckthorn,N,1,
10,Multiflora rose,N,1,
10,Honeysuckle,N,0,
10,Privot,N,0,
10,Spicebush,N,0,
10,Rubus,N,0,
10,Mapleleaf Viburnum,N,0,
10,Buckthorn,S,1,
10,Multiflora rose,S,0,
10,Honeysuckle,S,0,
10,Privot,S,0,
10,Spicebush,S,0,
10,Rubus,S,0,
10,Mapleleaf Viburnum,S,0,
157,Buckthorn,N,0,
157,Multiflora rose,N,1,
157,Honeysuckle,N,0,
157,Privot,N,0,
157,Spicebush,N,0,
157,Rubus,N,1,
157,Mapleleaf Viburnum,N,0,
157,Buckthorn,S,1,
157,Multiflora rose,S,1,
157,Honeysuckle,S,0,
157,Privot,S,0,
157,Spicebush,S,0,
157,Rubus,S,1,
157,Mapleleaf Viburnum,S,0,
78,Buckthorn,N,1,
78,Multiflora rose,N,0,
78,Honeysuckle,N,0,
78,Privot,N,0,
78,Spicebush,N,0,
78,Rubus,N,1,
78,Mapleleaf Viburnum,N,0,
78,Buckthorn,S,1,
78,Multiflora rose,S,0,
78,Honeysuckle,S,0,
78,Privot,S,0,
78,Spicebush,S,0,
78,Rubus,S,1,
78,Mapleleaf Viburnum,S,0,
296,Buckthorn,N,0,
296,Multiflora rose,N,0,
296,Honeysuckle,N,0,
296,Privot,N,0,
296,Spicebush,N,0,
296,Rubus,N,0,
296,Mapleleaf Viburnum,N,0,
296,Buckthorn,S,1,
296,Multiflora rose,S,0,
296,Honeysuckle,S,0,
296,Privot,S,0,
296,Spicebush,S,0,
296,Rubus,S,1,
296,Mapleleaf Viburnum,S,0,
